"site,""elevation"",""year"",""month"",""tave"",""vpd"",""par"",""seasonLength"""
Almont,2475,1989,5,8.87096774193548,0.871481117803485,1370.62194725097,0.657534246575342
Almont,2475,1989,6,12.5416666666667,1.15906839211016,1199.43466806967,0.657534246575342
Almont,2475,1989,7,16.758064516129,1.46444466600699,1086.1935483871,0.657534246575342
Almont,2475,1989,8,14.4193548387097,1.05697907761597,1116.82064085806,0.657534246575342
Almont,2475,1989,9,11.15,0.819559219252166,1005.37600514433,0.657534246575342
Almont,2475,1989,10,4.62096774193548,0.437447989148019,827.169031352903,0.657534246575342
Almont,2475,1989,11,-1.175,0.292581315302474,669.269330297334,0.657534246575342
Almont,2475,1989,12,-8.45,0.162058459871773,624.863998367,0.657534246575342
Almont,2475,1990,1,-9.54032258064516,0.147242244963019,704.66064562871,0.657534246575342
Almont,2475,1990,2,-6.41071428571429,0.270028696365088,914.7428546375,0.657534246575342
Almont,2475,1990,3,0.556451612903226,0.459139934113778,1072.66064561387,0.657534246575342
Almont,2475,1990,4,4.70833333333333,0.580930576341566,1121.17333801,0.657534246575342
Almont,2475,1990,5,7.41935483870968,0.691035970735027,1312.21676921516,0.657534246575342
Almont,2475,1990,6,14.1416666666667,1.22690163094881,1260.277335204,0.657534246575342
Almont,2475,1990,7,16.0161290322581,1.12865620032725,1037.75999637935,0.657534246575342
Almont,2475,1990,8,14.3225806451613,1.06866484839958,1087.38063610968,0.657534246575342
Almont,2475,1990,9,12.7583333333333,0.835861837618854,947.722669472666,0.657534246575342
Almont,2475,1990,10,4.54838709677419,0.398308107482317,835.003871642903,0.657534246575342
Almont,2475,1990,11,-1.53333333333333,0.239352424036613,671.477336384666,0.657534246575342
Almont,2475,1990,12,-10.8166666666667,0.11772973124872,653.077334629,0.657534246575342
Almont,2475,1991,1,-11.9677419354839,0.123504089505137,718.430968654516,0.657534246575342
Almont,2475,1991,2,-6.26785714285714,0.284193134275615,923.154287718571,0.657534246575342
Almont,2475,1991,3,-3.13709677419355,0.284875312119834,995.024519297097,0.657534246575342
Almont,2475,1991,4,1.125,0.427870902231482,1223.477321174,0.657534246575342
Almont,2475,1991,5,7.51612903225806,0.762392029887807,1410.03356105936,0.657534246575342
Almont,2475,1991,6,12.5416666666667,1.10173505877682,1184.469326786,0.657534246575342
Almont,2475,1991,7,15.1612903225806,1.32713570664283,1106.13677102548,0.657534246575342
Almont,2475,1991,8,14.8790322580645,1.102570920287,1099.96387142032,0.657534246575342
Almont,2475,1991,9,10.9583333333333,0.754794181536662,959.008000237666,0.657534246575342
Almont,2475,1991,10,6.09677419354839,0.535661266161014,806.276129373547,0.657534246575342
Almont,2475,1991,11,-3.025,0.186275546151255,636.640003511334,0.657534246575342
Almont,2475,1991,12,-8.89166666666667,0.155092085060547,684.970669702666,0.657534246575342
Almont,2475,1992,1,-9.71774193548387,0.152154581878212,725.790969552257,0.657534246575342
Almont,2475,1992,2,-5,0.278099320633796,885.230350149311,0.657534246575342
Almont,2475,1992,3,-0.354838709677419,0.414571089569522,1060.55226213774,0.657534246575342
Almont,2475,1992,4,5.475,0.705145621901818,1286.282671811,0.657534246575342
Almont,2475,1992,5,9.45967741935484,0.825934542164006,1145.78581414548,0.657534246575342
Almont,2475,1992,6,12.0666666666667,1.04238399846115,1225.194677423,0.657534246575342
Almont,2475,1992,7,13.991935483871,1.05600350710005,1042.98322852194,0.657534246575342
Almont,2475,1992,8,14.25,0.912627413401112,1019.00387277806,0.657534246575342
Almont,2475,1992,9,10.85,0.705401178329359,1025.738667602,0.657534246575342
Almont,2475,1992,10,6.98387096774194,0.513649809035851,799.628387556774,0.657534246575342
Almont,2475,1992,11,-5.80833333333333,0.159104583485715,665.834665739,0.657534246575342
Almont,2475,1992,12,-9.9,0.116620561312031,618.730667372,0.657534246575342
Almont,2475,1993,1,-8.11290322580645,0.137152283558484,665.011610417743,0.657534246575342
Almont,2475,1993,2,-6.41964285714286,0.14548404819292,731.005716528213,0.657534246575342
Almont,2475,1993,3,-2.9758064516129,0.221059093908097,1190.65805320161,0.657534246575342
Almont,2475,1993,4,1.61666666666667,0.309019179547225,1266.65599812933,0.657534246575342
Almont,2475,1993,5,8.03225806451613,0.630520734902003,1395.55096140581,0.657534246575342
Almont,2475,1993,6,11.8916666666667,1.0248956145041,1405.51465871633,0.657534246575342
Almont,2475,1993,7,14.7338709677419,1.3577792808414,1191.84515902742,0.657534246575342
Almont,2475,1993,8,14.0887096774194,1.20154589196736,1002.85935845935,0.657534246575342
Almont,2475,1993,9,9.98333333333333,0.824370807292599,1045.11999766167,0.657534246575342
Almont,2475,1993,10,4.54838709677419,0.397017784901672,708.22193366613,0.657534246575342
Almont,2475,1993,11,-5.29166666666667,0.180328940403497,677.119997677,0.657534246575342
Almont,2475,1993,12,-9.70833333333333,0.137016938374895,654.303992517334,0.657534246575342
Almont,2475,1994,1,-9.81451612903226,0.146057915894385,711.070965471613,0.657534246575342
Almont,2475,1994,2,-8.99107142857143,0.150003386929589,847.188575683571,0.657534246575342
Almont,2475,1994,3,-0.959677419354839,0.384980460045992,1124.89289915258,0.657534246575342
Almont,2475,1994,4,3.01666666666667,0.481038727323554,1177.354670408,0.657534246575342
Almont,2475,1994,5,8.94354838709677,0.866751106505798,1375.60773650452,0.657534246575342
Almont,2475,1994,6,14.6416666666667,1.31058897719961,1211.94667134333,0.657534246575342
Almont,2475,1994,7,16.1129032258065,1.4986440268699,1223.89676740484,0.657534246575342
Almont,2475,1994,8,16.2903225806452,1.47560912746877,1052.95483192097,0.657534246575342
Almont,2475,1994,9,11.35,0.843921287378585,938.154664566,0.657534246575342
Almont,2475,1994,10,4.60483870967742,0.371974373876928,755.94322376613,0.657534246575342
Almont,2475,1994,11,-3.28333333333333,0.178281659422196,619.466661974666,0.657534246575342
Almont,2475,1994,12,-7.56666666666667,0.147691340396452,653.568006087334,0.657534246575342
Almont,2475,1995,1,-8.69354838709677,0.132786828864558,683.292896897097,0.657534246575342
Almont,2475,1995,2,-3.125,0.228169878008013,871.634290470358,0.657534246575342
Almont,2475,1995,3,-1.70967741935484,0.220267064731124,1056.51612450645,0.657534246575342
Almont,2475,1995,4,1.35,0.313343481741859,1202.86933847767,0.657534246575342
Almont,2475,1995,5,5.79838709677419,0.396431862895074,1227.69547346161,0.657534246575342
Almont,2475,1995,6,11.1666666666667,0.767692617560698,1372.88532375,0.657534246575342
Almont,2475,1995,7,13.9516129032258,0.829893336657928,1085.48128647935,0.657534246575342
Almont,2475,1995,8,16.2338709677419,1.09347313684898,1061.73936117484,0.657534246575342
Almont,2475,1995,9,10.9583333333333,0.713460848203328,954.101338247666,0.657534246575342
Almont,2475,1995,10,4.37903225806452,0.492863029276642,844.26322558387,0.657534246575342
Almont,2475,1995,11,-0.475,0.272692780321416,691.103999532334,0.657534246575342
Almont,2475,1995,12,-5.79166666666667,0.17027523589929,621.183996028666,0.657534246575342
Almont,2475,1996,1,-8.95161290322581,0.130317637566755,664.299354170967,0.657534246575342
Almont,2475,1996,2,-6.75,0.150939663575164,953.754477198965,0.657534246575342
Almont,2475,1996,3,-2.96774193548387,0.223934443998119,1218.91097362548,0.657534246575342
Almont,2475,1996,4,2.55,0.37232215695886,1338.04799672633,0.657534246575342
Almont,2475,1996,5,9.83064516129032,0.882897210462764,1465.58968239774,0.657534246575342
Almont,2475,1996,6,13.3833333333333,1.1693173943262,1308.853330995,0.657534246575342
Almont,2475,1996,7,16.6774193548387,1.4934063784199,1202.76645025516,0.657534246575342
Almont,2475,1996,8,15.5161290322581,1.40812612814593,1139.61290775161,0.657534246575342
Almont,2475,1996,9,9.825,0.838093711595292,926.623999532334,0.657534246575342
Almont,2475,1996,10,4.25806451612903,0.502585829247062,811.26193616645,0.657534246575342
Almont,2475,1996,11,-1.39166666666667,0.234402288027446,662.890669710334,0.657534246575342
Almont,2475,1996,12,-9.425,0.10629189222909,580.458666421334,0.657534246575342
Almont,2475,1997,1,-9.0241935483871,0.119522657844329,663.587092248387,0.657534246575342
Almont,2475,1997,2,-9.6875,0.140641238571026,936.2971411075,0.657534246575342
Almont,2475,1997,3,-2.50806451612903,0.30809148148699,1234.81806542129,0.657534246575342
Almont,2475,1997,4,1.46666666666667,0.411007799089089,1193.301332398,0.657534246575342
Almont,2475,1997,5,8.40322580645161,0.798596214875717,1326.46193729419,0.657534246575342
Almont,2475,1997,6,12.9666666666667,0.998768688608273,1269.109347831,0.657534246575342
Almont,2475,1997,7,15.3709677419355,1.12469232316889,1097.58967899968,0.657534246575342
Almont,2475,1997,8,15,0.988061120963717,1018.05418721226,0.657534246575342
Almont,2475,1997,9,12.25,0.752818478650846,905.770670875666,0.657534246575342
Almont,2475,1997,10,4.30645161290323,0.395722619244653,818.38451454129,0.657534246575342
Almont,2475,1997,11,-2.75,0.20038123953841,665.834670400334,0.657534246575342
Almont,2475,1997,12,-10.0083333333333,0.124828399692082,661.909334966334,0.657534246575342
Almont,2475,1998,1,-8.30645161290323,0.151545233397647,688.041286241936,0.657534246575342
Almont,2475,1998,2,-6.9375,0.20930419482577,860.59428095,0.657534246575342
Almont,2475,1998,3,-2.90322580645161,0.295975167588725,1090.22967244097,0.657534246575342
Almont,2475,1998,4,1.33333333333333,0.428537721291494,1235.98933613933,0.657534246575342
Almont,2475,1998,5,8.26612903225806,0.851613588508058,1455.38065873871,0.657534246575342
Almont,2475,1998,6,11.525,1.09690845909952,1275.73333333333,0.657534246575342
Almont,2475,1998,7,17.1612903225806,1.51384639751578,1042.03354974484,0.657534246575342
Almont,2475,1998,8,15.3951612903226,1.26676072728307,1127.02968149258,0.657534246575342
Almont,2475,1998,9,13.375,0.939150052561998,990.165327253666,0.657534246575342
Almont,2475,1998,10,5.17741935483871,0.388491642331788,723.654190602903,0.657534246575342
Almont,2475,1998,11,-1.675,0.21502185782701,694.538668767334,0.657534246575342
Almont,2475,1998,12,-6.55,0.175911989072517,665.344003051334,0.657534246575342
Almont,2475,1999,1,-6.0241935483871,0.196413326164506,661.92515948,0.657534246575342
Almont,2475,1999,2,-5.34821428571429,0.204848256297188,910.011424316429,0.657534246575342
Almont,2475,1999,3,0.951612903225806,0.396251061120011,1134.62709813194,0.657534246575342
Almont,2475,1999,4,1.80833333333333,0.413173148462773,1142.27199392033,0.657534246575342
Almont,2475,1999,5,6.69354838709677,0.600993097637498,1366.34839614839,0.657534246575342
Almont,2475,1999,6,12.0416666666667,0.912066076061081,1217.098660587,0.657534246575342
Almont,2475,1999,7,16.4032258064516,0.989621709753409,984.340639277743,0.657534246575342
Almont,2475,1999,8,14.9112903225806,0.858348701038488,948.965161972903,0.657534246575342
Almont,2475,1999,9,9.95833333333333,0.594318996084225,972.010666199,0.657534246575342
Almont,2475,1999,10,5.4758064516129,0.489583207101542,874.652907981613,0.657534246575342
Almont,2475,1999,11,0.675,0.342719108081409,725.941331225,0.657534246575342
Almont,2475,1999,12,-8.775,0.152622859403259,612.352000943,0.657534246575342
Almont,2475,2000,1,-7.0241935483871,0.130203335859211,656.464513302257,0.657534246575342
Almont,2475,2000,2,-5.18103448275862,0.179942283430543,875.586209307587,0.657534246575342
Almont,2475,2000,3,-1.5,0.27381101905263,1121.09419309581,0.657534246575342
Almont,2475,2000,4,4.95833333333333,0.559975340620839,1352.76798971133,0.657534246575342
Almont,2475,2000,5,9.79032258064516,0.920909375254199,1369.19741437645,0.657534246575342
Almont,2475,2000,6,13.775,1.27830167362051,1230.101332398,0.657534246575342
Almont,2475,2000,7,16.6129032258065,1.48951047242119,1171.42709813194,0.657534246575342
Almont,2475,2000,8,16.3548387096774,1.23291473799812,1014.96774646129,0.657534246575342
Almont,2475,2000,9,11.6916666666667,0.753299370031909,969.557335204,0.657534246575342
Almont,2475,2000,10,6.08064516129032,0.453322524067039,777.310966836773,0.657534246575342
Almont,2475,2000,11,-6,0.16801618451736,697.237334031,0.657534246575342
Almont,2475,2000,12,-8.16666666666667,0.145272679088294,600.330663853,0.657534246575342
Almont,2475,2001,1,-10.6532258064516,0.139003812859042,708.696774200967,0.657534246575342
Almont,2475,2001,2,-6.39285714285714,0.183404179995282,865.062850628929,0.657534246575342
Almont,2475,2001,3,-0.870967741935484,0.374496310581115,1080.49548477613,0.657534246575342
Almont,2475,2001,4,4.25833333333333,0.621096064068721,1305.66399953233,0.657534246575342
Almont,2475,2001,5,9.31451612903226,0.831199716488713,1261.40903271065,0.657534246575342
Almont,2475,2001,6,13.4166666666667,1.19532408335959,1214.645329592,0.657534246575342
Almont,2475,2001,7,16.6451612903226,1.40951944796285,1095.92774284065,0.657534246575342
Almont,2475,2001,8,15.1693548387097,1.15125498843623,1053.90451974968,0.657534246575342
Almont,2475,2001,9,11.8666666666667,0.891934455541138,1031.13599812933,0.657534246575342
Almont,2475,2001,10,5.5,0.473034506919245,812.923865536774,0.657534246575342
Almont,2475,2001,11,-0.0166666666666667,0.283374306486531,611.861330642334,0.657534246575342
Almont,2475,2001,12,-10.35,0.12386207289055,635.168003733666,0.657534246575342
Almont,2475,2002,1,-9.83870967741935,0.1287296581512,713.92000633613,0.657534246575342
Almont,2475,2002,2,-9.40178571428571,0.201601070357269,916.845714786787,0.657534246575342
Almont,2475,2002,3,-4.04838709677419,0.335493328832824,1132.72775415516,0.657534246575342
Almont,2475,2002,4,5.36666666666667,0.737052694905602,1325.78133707467,0.657534246575342
Almont,2475,2002,5,8.39516129032258,0.910251460153276,1423.09160747226,0.657534246575342
Almont,2475,2002,6,15.0916666666667,1.42361098377605,1274.50665263667,0.657534246575342
Almont,2475,2002,7,17.5403225806452,1.65420685970783,1200.62967696677,0.657534246575342
Almont,2475,2002,8,14.9274193548387,1.38527226123765,1114.44644165613,0.657534246575342
Almont,2475,2002,9,11.1583333333333,0.817625739768511,842.229329124334,0.657534246575342
Almont,2475,2002,10,4.21774193548387,0.413795489003873,794.642577937097,0.657534246575342
Almont,2475,2002,11,-3.69166666666667,0.209194109216962,709.503995446,0.657534246575342
Almont,2475,2002,12,-8.725,0.145857474575975,646.944001863,0.657534246575342
Almont,2475,2003,1,-6.35483870967742,0.186675746222576,717.956128127097,0.657534246575342
Almont,2475,2003,2,-6.41964285714286,0.168341191050063,777.794283455358,0.657534246575342
Almont,2475,2003,3,-1.32258064516129,0.310671630001108,1079.78322173323,0.657534246575342
Almont,2475,2003,4,3.475,0.546028624587037,1302.474670408,0.657534246575342
Almont,2475,2003,5,8.91129032258065,0.828133500545485,1310.79224991806,0.657534246575342
Almont,2475,2003,6,12.375,1.10324957620026,1183.97866994033,0.657534246575342
Almont,2475,2003,7,17.9435483870968,1.67870150570068,1216.77418449677,0.657534246575342
Almont,2475,2003,8,16.3387096774194,1.33035994777046,1032.29936208,0.657534246575342
Almont,2475,2003,9,10.4583333333333,0.738602258220459,998.506666666666,0.657534246575342
Almont,2475,2003,10,7.63709677419355,0.525836998084074,805.32644324387,0.657534246575342
Almont,2475,2003,11,-2.59166666666667,0.172950102932212,574.080001173,0.657534246575342
Almont,2475,2003,12,-6.75833333333333,0.157967888506423,628.543998374666,0.657534246575342
Almont,2475,2004,1,-11.1451612903226,0.114365633362714,709.171613021936,0.657534246575342
Almont,2475,2004,2,-8.87931034482759,0.137555245104296,903.249656623793,0.657534246575342
Almont,2475,2004,3,1.04032258064516,0.440446292129788,1218.91096231097,0.657534246575342
Almont,2475,2004,4,4.53333333333333,0.597203375717031,1158.95468209967,0.657534246575342
Almont,2475,2004,5,8.88709677419355,0.908850852981085,1385.34194000968,0.657534246575342
Almont,2475,2004,6,12.975,1.18358335808241,1187.658660587,0.657534246575342
Almont,2475,2004,7,15.3225806451613,1.24443757605866,1087.38064742419,0.657534246575342
Almont,2475,2004,8,13.9032258064516,1.09199315267643,1123.70581595581,0.657534246575342
Almont,2475,2004,9,10.3666666666667,0.688213824693415,933.984000697666,0.657534246575342
Almont,2475,2004,10,5.2741935483871,0.41897413447621,761.878715560967,0.657534246575342
Almont,2475,2004,11,-0.933333333333333,0.233262604969215,632.714668069666,0.657534246575342
Almont,2475,2004,12,-9.575,0.12677703744217,657.248004914334,0.657534246575342
Almont,2475,2005,1,-6.65322580645161,0.15097771482559,694.689032035483,0.657534246575342
Almont,2475,2005,2,-6.47321428571429,0.161076607765003,907.119995991429,0.657534246575342
Almont,2475,2005,3,-2.61290322580645,0.231896819930201,1118.71999954742,0.657534246575342
Almont,2475,2005,4,3.03333333333333,0.5259349337527,1367.97865591033,0.657534246575342
Almont,2475,2005,5,8.81451612903226,0.85424481738977,1437.33676649968,0.657534246575342
Almont,2475,2005,6,12.0583333333333,1.10694431745131,1281.37599345267,0.657534246575342
Almont,2475,2005,7,16.9516129032258,1.55769664601913,1205.37806632645,0.657534246575342
Almont,2475,2005,8,14.75,1.08339489607232,995.024515899033,0.657534246575342
Almont,2475,2005,9,11.675,0.774453695158887,956.309331462666,0.657534246575342
Almont,2475,2005,10,6.35483870967742,0.431286786774718,768.051607242257,0.657534246575342
Almont,2475,2005,11,-1.06666666666667,0.230384508542656,667.061333563334,0.657534246575342
Almont,2475,2005,12,-10.925,0.0994250937285187,601.557332858,0.657534246575342
Almont,2475,2006,1,-10.5161290322581,0.125205895622433,690.415482060646,0.657534246575342
Almont,2475,2006,2,-9.53571428571429,0.152741645517433,926.834286724642,0.657534246575342
Almont,2475,2006,3,-2.35483870967742,0.288087620336299,1070.99871737129,0.657534246575342
Almont,2475,2006,4,4.55833333333333,0.642681331735799,1359.637328189,0.657534246575342
Almont,2475,2006,5,9.43548387096774,0.973686899021289,1394.60128489161,0.657534246575342
Almont,2475,2006,6,14.2666666666667,1.33868243881122,1235.49866292533,0.657534246575342
Almont,2475,2006,7,17.1693548387097,1.37549093311389,1006.18323078484,0.657534246575342
Almont,2475,2006,8,15.1693548387097,0.827384020694289,969.620653307743,0.657534246575342
Almont,2475,2006,9,8.84166666666667,0.519036676433554,951.89333801,0.657534246575342
Almont,2475,2006,10,4.2741935483871,0.315135863552517,711.070964329033,0.657534246575342
Almont,2475,2006,11,-1.99166666666667,0.22921621384997,681.045335441666,0.657534246575342
Almont,2475,2006,12,-6.2,0.148756907009596,616.032003281334,0.657534246575342
